year,age,sex,strata,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
12,37,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,37,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,37,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,37,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,37,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,37,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,37,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,37,male,maori,0,0,0,0,0,0
20,37,male,maori,0,0,0,0,0,0
0,37,female,non-maori,0,0,0,0,0,0
1,37,female,non-maori,0,0,0,0,0,0
2,37,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,37,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,37,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,37,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,37,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,37,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,37,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,37,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,37,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,37,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,37,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,37,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,37,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,37,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,37,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,37,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,37,female,non-maori,0,0,0,0,0,0
19,37,female,non-maori,0,0,0,0,0,0
20,37,female,non-maori,0,0,0,0,0,0
0,37,female,maori,0,0,0,0,0,0
1,37,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,37,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,37,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,37,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,37,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,37,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,37,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,37,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,37,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,37,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,37,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,37,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,37,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,37,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,37,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,37,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,37,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,37,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,37,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,37,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,42,male,non-maori,0,0,0,0,0,0
1,42,male,non-maori,0,0,0,0,0,0
2,42,male,non-maori,0,0,0,0,0,0
3,42,male,non-maori,0,0,0,0,0,0
4,42,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,42,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,42,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,42,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,42,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,42,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,42,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,42,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,42,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,42,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,42,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,42,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,42,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,42,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,42,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,42,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,42,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,42,male,maori,0,0,0,0,0,0
1,42,male,maori,0,0,0,0,0,0
2,42,male,maori,0,0,0,0,0,0
3,42,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,42,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,42,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,42,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,42,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,42,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,42,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,42,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,42,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,42,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,42,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,42,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,42,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,42,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,42,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,42,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,42,male,maori,0,0,0,0,0,0
20,42,male,maori,0,0,0,0,0,0
0,42,female,non-maori,0,0,0,0,0,0
1,42,female,non-maori,0,0,0,0,0,0
2,42,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,42,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,42,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,42,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,42,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,42,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,42,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,42,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,42,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,42,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,42,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,42,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,42,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,42,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,42,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,42,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,42,female,non-maori,0,0,0,0,0,0
19,42,female,non-maori,0,0,0,0,0,0
20,42,female,non-maori,0,0,0,0,0,0
0,42,female,maori,0,0,0,0,0,0
1,42,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,42,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,42,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,42,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,42,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,42,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,42,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,42,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,42,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,42,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,42,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,42,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,42,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,42,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,42,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,42,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,42,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,42,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,42,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,42,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,47,male,non-maori,0,0,0,0,0,0
1,47,male,non-maori,0,0,0,0,0,0
2,47,male,non-maori,0,0,0,0,0,0
3,47,male,non-maori,0,0,0,0,0,0
4,47,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,47,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,47,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,47,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,47,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,47,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,47,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,47,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,47,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,47,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,47,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,47,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,47,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,47,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,47,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,47,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,47,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,47,male,maori,0,0,0,0,0,0
1,47,male,maori,0,0,0,0,0,0
2,47,male,maori,0,0,0,0,0,0
3,47,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,47,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,47,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,47,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,47,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,47,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,47,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,47,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,47,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,47,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,47,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,47,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,47,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,47,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,47,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,47,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,47,male,maori,0,0,0,0,0,0
20,47,male,maori,0,0,0,0,0,0
0,47,female,non-maori,0,0,0,0,0,0
1,47,female,non-maori,0,0,0,0,0,0
2,47,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,47,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,47,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,47,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,47,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,47,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,47,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,47,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,47,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,47,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,47,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,47,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,47,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,47,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,47,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,47,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,47,female,non-maori,0,0,0,0,0,0
19,47,female,non-maori,0,0,0,0,0,0
20,47,female,non-maori,0,0,0,0,0,0
0,47,female,maori,0,0,0,0,0,0
1,47,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,47,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,47,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,47,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,47,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,47,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,47,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,47,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,47,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,47,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,47,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,47,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,47,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,47,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,47,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,47,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,47,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,47,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,47,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,47,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,52,male,non-maori,0,0,0,0,0,0
1,52,male,non-maori,0,0,0,0,0,0
2,52,male,non-maori,0,0,0,0,0,0
3,52,male,non-maori,0,0,0,0,0,0
4,52,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,52,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,52,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,52,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,52,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,52,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,52,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,52,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,52,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,52,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,52,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,52,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,52,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,52,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,52,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,52,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,52,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,52,male,maori,0,0,0,0,0,0
1,52,male,maori,0,0,0,0,0,0
2,52,male,maori,0,0,0,0,0,0
3,52,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,52,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,52,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,52,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,52,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,52,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,52,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,52,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,52,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,52,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,52,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,52,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,52,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,52,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,52,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,52,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,52,male,maori,0,0,0,0,0,0
20,52,male,maori,0,0,0,0,0,0
0,52,female,non-maori,0,0,0,0,0,0
1,52,female,non-maori,0,0,0,0,0,0
2,52,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,52,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,52,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,52,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,52,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,52,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,52,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,52,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,52,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,52,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,52,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,52,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,52,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,52,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,52,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,52,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,52,female,non-maori,0,0,0,0,0,0
19,52,female,non-maori,0,0,0,0,0,0
20,52,female,non-maori,0,0,0,0,0,0
0,52,female,maori,0,0,0,0,0,0
1,52,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,52,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,52,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,52,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
5,52,female,maori,0.138,0.042955023,0.154,0.138,0.042955023,0.154
6,52,female,maori,0.155,0.049395977,0.109,0.155,0.049395977,0.109
7,52,female,maori,0.155,0.055868873,0.109,0.155,0.055868873,0.109
8,52,female,maori,0.155,0.062362502,0.109,0.155,0.062362502,0.109
9,52,female,maori,0.155,0.068865548,0.109,0.155,0.068865548,0.109
10,52,female,maori,0.155,0.075368134,0.109,0.155,0.075368134,0.109
11,52,female,maori,0.155,0.081862821,0.109,0.155,0.081862821,0.109
12,52,female,maori,0.155,0.088344971,0.109,0.155,0.088344971,0.109
13,52,female,maori,0.155,0.094812569,0.109,0.155,0.094812569,0.109
14,52,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
15,52,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
16,52,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
17,52,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
18,52,female,maori,0.155,0.101265687,0.109,0.155,0.101265687,0.109
19,52,female,maori,0.155,0.107705798,0.109,0.155,0.107705798,0.109
20,52,female,maori,0.155,0.114135105,0.109,0.155,0.114135105,0.109
0,57,male,non-maori,0,0,0,0,0,0
1,57,male,non-maori,0,0,0,0,0,0
2,57,male,non-maori,0,0,0,0,0,0
3,57,male,non-maori,0,0,0,0,0,0
4,57,male,non-maori,0.138,0.012657206,0.154,0.138,0.012657206,0.154
5,57,male,non-maori,0.138,0.014664973,0.154,0.138,0.014664973,0.154
6,57,male,non-maori,0.138,0.016692285,0.154,0.138,0.016692285,0.154
7,57,male,non-maori,0.138,0.018738991,0.154,0.138,0.018738991,0.154
8,57,male,non-maori,0.138,0.020804204,0.154,0.138,0.020804204,0.154
9,57,male,non-maori,0.155,0.022886391,0.109,0.155,0.022886391,0.109
10,57,male,non-maori,0.155,0.024983493,0.109,0.155,0.024983493,0.109
11,57,male,non-maori,0.155,0.027093071,0.109,0.155,0.027093071,0.109
12,57,male,non-maori,0.155,0.02921246,0.109,0.155,0.02921246,0.109
13,57,male,non-maori,0.155,0.031338923,0.109,0.155,0.031338923,0.109
14,57,male,non-maori,0.155,0.033469791,0.109,0.155,0.033469791,0.109
15,57,male,non-maori,0.155,0.035602594,0.109,0.155,0.035602594,0.109
16,57,male,non-maori,0.155,0.037735146,0.109,0.155,0.037735146,0.109
17,57,male,non-maori,0.155,0.039865618,0.109,0.155,0.039865618,0.109
18,57,male,non-maori,0.155,0.041992565,0.109,0.155,0.041992565,0.109
19,57,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
20,57,male,non-maori,0.155,0.044114936,0.109,0.155,0.044114936,0.109
0,57,male,maori,0,0,0,0,0,0
1,57,male,maori,0,0,0,0,0,0
2,57,male,maori,0,0,0,0,0,0
3,57,male,maori,0.138,0.019707788,0.154,0.138,0.019707788,0.154
4,57,male,maori,0.138,0.020902962,0.154,0.138,0.020902962,0.154
5,57,male,maori,0.138,0.02210758,0.154,0.138,0.02210758,0.154
6,57,male,maori,0.138,0.023321433,0.154,0.138,0.023321433,0.154
7,57,male,maori,0.138,0.024544032,0.154,0.138,0.024544032,0.154
8,57,male,maori,0.155,0.025774635,0.109,0.155,0.025774635,0.109
9,57,male,maori,0.155,0.027012286,0.109,0.155,0.027012286,0.109
10,57,male,maori,0.155,0.028255864,0.109,0.155,0.028255864,0.109
11,57,male,maori,0.155,0.029504135,0.109,0.155,0.029504135,0.109
12,57,male,maori,0.155,0.030755815,0.109,0.155,0.030755815,0.109
13,57,male,maori,0.155,0.03200962,0.109,0.155,0.03200962,0.109
14,57,male,maori,0.155,0.033264318,0.109,0.155,0.033264318,0.109
15,57,male,maori,0.155,0.034518776,0.109,0.155,0.034518776,0.109
16,57,male,maori,0.155,0.035771992,0.109,0.155,0.035771992,0.109
17,57,male,maori,0.155,0.037023125,0.109,0.155,0.037023125,0.109
18,57,male,maori,0.155,0.038271502,0.109,0.155,0.038271502,0.109
19,57,male,maori,0,0,0,0,0,0
20,57,male,maori,0,0,0,0,0,0
0,57,female,non-maori,0,0,0,0,0,0
1,57,female,non-maori,0,0,0,0,0,0
2,57,female,non-maori,0.138,0.012717467,0.154,0.138,0.012717467,0.154
3,57,female,non-maori,0.138,0.019217543,0.154,0.138,0.019217543,0.154
4,57,female,non-maori,0.138,0.025781239,0.154,0.138,0.025781239,0.154
5,57,female,non-maori,0.138,0.032415183,0.154,0.138,0.032415183,0.154
6,57,female,non-maori,0.138,0.039117096,0.154,0.138,0.039117096,0.154
7,57,female,non-maori,0.155,0.045877137,0.109,0.155,0.045877137,0.109
8,57,female,non-maori,0.155,0.052680389,0.109,0.155,0.052680389,0.109
9,57,female,non-maori,0.155,0.059509849,0.109,0.155,0.059509849,0.109
10,57,female,non-maori,0.155,0.06634925,0.109,0.155,0.06634925,0.109
11,57,female,non-maori,0.155,0.073185189,0.109,0.155,0.073185189,0.109
12,57,female,non-maori,0.155,0.080008263,0.109,0.155,0.080008263,0.109
13,57,female,non-maori,0.155,0.086813246,0.109,0.155,0.086813246,0.109
14,57,female,non-maori,0.155,0.093598524,0.109,0.155,0.093598524,0.109
15,57,female,non-maori,0.155,0.100365119,0.109,0.155,0.100365119,0.109
16,57,female,non-maori,0.155,0.107115628,0.109,0.155,0.107115628,0.109
17,57,female,non-maori,0.155,0.1138533,0.109,0.155,0.1138533,0.109
18,57,female,non-maori,0,0,0,0,0,0
19,57,female,non-maori,0,0,0,0,0,0
20,57,female,non-maori,0,0,0,0,0,0
0,57,female,maori,0,0,0,0,0,0
1,57,female,maori,0.138,0.017629879,0.154,0.138,0.017629879,0.154
2,57,female,maori,0.138,0.023895368,0.154,0.138,0.023895368,0.154
3,57,female,maori,0.138,0.030201946,0.154,0.138,0.030201946,0.154
4,57,female,maori,0.138,0.03655522,0.154,0.138,0.03655522,0.154
